Id,SalePrice
2786,133442415.18848906
1935,146383678.8842897
1341,122872902.56213228
521,206626824.96859285
2136,143551545.59150082
996,182239690.02716902
227,179518224.5200222
135,179184069.1986526
1167,128048233.86154741
294,225972177.26741606
1776,172302429.58106312
540,180251841.90701258
1717,139204089.54019865
2303,147566319.09283116
116,180824874.74955955
127,160106245.721715
1371,168196701.18411615
1014,315691627.0653108
1507,121830773.50370583
702,181724208.98764378
750,177499945.93148026
261,174345491.1868179
1559,126145091.01075472
577,239202160.2384551
2812,183909382.01463932
2080,182508038.58426687
1368,129442867.89383253
2376,131957389.79605593
659,131611759.12801453
1235,148608084.6331912
332,96780213.04773247
1917,142925888.3609859
2094,224264179.82469144
1460,205777285.5091917
1471,211680206.96581268
1509,166180031.82878786
1922,151336187.21306702
433,314773605.5904755
460,163130674.93113363
1116,190890907.90200597
1137,189021235.89225444
53,124072917.12033127
2354,212586663.86696607
1475,177628000.5717723
842,146026465.14180234
2739,206014766.53292027
2509,97244433.91820876
1007,191938099.66212702
2610,181213234.02245542
1952,95968911.8402083
2719,202474735.93798837
2921,88568282.52844521
1966,156499490.2904675
292,180962371.51879072
1204,197738577.39239913
1829,256575215.77764246
2419,157052645.34050804
391,171817592.92745373
798,149320946.25213936
481,172510613.98932943
193,198055835.85235602
555,150655823.32439947
899,126052190.29584016
2357,176741986.73790997
328,112694983.87798381
1356,141616955.57902223
1154,121947206.19563991
1730,167782707.52138183
2249,131676956.78647776
1119,195691999.73610914
2856,170753677.24843705
1394,190156071.69332114
2587,123662127.36036025
61,285656683.0304519
2661,179853211.34168768
2711,143162901.42354146
1147,180098865.18284708
757,134972967.19026923
2623,104828546.5795972
2378,114722899.42883548
1413,153908108.7693184
1722,151641752.85281244
1112,220864777.8853031
1623,180870551.11121228
1201,188272623.73120385
1513,133258757.3313182
957,1494177646.2023392
1171,163427963.0896745
1145,175286260.56131044
2726,274093692.2706524
703,122262388.68929408
760,121750793.32861578
1964,138970253.7573437
2512,124457235.13248798
159,149486926.96182436
1281,168183224.91485777
468,184061467.45097196
290,132443844.44784307
665,142016505.24240544
1463,220610238.33612242
1792,190904197.8289988
923,206102757.32210904
500,223109758.0326564
1408,253087189.64005315
331,76654454.58186315
170,155815598.68144026
2192,123225807.03734802
2571,346901261.4771244
2314,186259569.89763713
2647,105851384.9179866
422,295529681.2728203
2457,305730557.96970105
1838,136250756.3449615
2805,222773257.37913722
1645,175588685.17861435
1711,230418724.68471226
2825,216595552.99376607
322,245093043.28772637
2103,192613014.99119893
342,168436507.59194344
600,137760351.5902453
488,179020215.5520098
1725,194002883.19411328
2246,175798902.53094494
2847,162604265.3663407
806,208438126.7501733
530,200213719.15549272
963,198135368.73734066
2678,123070046.68330109
171,144852737.6911465
2401,323848545.9550977
805,205190363.81774426
2259,258825092.1347191
1748,161113992.210359
1361,175699211.859012
1677,104644319.23168574
1406,163393119.98124576
2322,272560297.85663784
688,170412923.0358914
143,174228597.56594184
804,185300331.81284168
1214,171701290.53433192
2828,102970386.91857778
1999,205379734.38566068
2467,154596757.90320477
2665,154624774.14617202
1538,287751564.45988876
398,132673030.00666732
2822,200469895.15691343
2157,105879891.24608281
1856,220070319.60009798
1269,112987191.1880421
2570,148869266.31871364
2320,184259907.72521397
1517,179364478.69189665
2304,148848468.91242972
1312,130219125.3748038
2012,129097556.94212794
506,321299882.919382
2865,249938220.87234676
2367,85538718.91569048
554,130688648.2731658
238,167963334.96963692
1954,132287576.62020025
2488,147972774.45421284
2291,88442967.06605236
1969,102955529.10665275
2725,202841938.72499678
1482,109244675.3159243
2763,162002419.6453985
503,209117477.49206546
1584,197051995.32321122
1531,169810952.84202355
2210,176760500.68858644
459,206430807.96765122
556,138816442.16798055
1347,171944356.65460247
1290,93492904.38511918
1388,144704874.12142962
1571,1155800194.5077484
2754,143437976.19821692
765,176473467.6928505
2494,170295059.9255732
2870,251010595.5116914
7,154204389.0634486
1114,221140491.21492317
2418,221483403.20947567
291,193228174.84362894
18,237678900.55402562
39,238589388.72059557
1001,180326764.98245582
2442,197299801.58007982
616,138887256.53176537
2680,91517320.15910327
1414,156870570.44748193
289,157977897.72583565
40,210426869.05724233
860,134569997.45905796
409,128392574.58295071
673,165848200.47841582
2427,111405435.43668331
2036,195068744.95382994
2564,168228535.35780725
642,207716298.10459915
1008,210373487.2950008
1908,198685090.23070288
2519,130924434.44711559
1369,126981479.40450239
2855,164425712.44206622
712,124449229.33190595
1943,195459431.15763548
1958,164789473.216355
107,110321775.78065833
2295,339205140.2329836
704,169516189.37387046
676,170694095.7280699
259,179524034.76514077
93,239463974.50589156
106,184409721.77674514
2315,177004087.8230583
1050,141543265.37110546
1095,210156429.04575592
2709,163543332.64467558
758,170717533.15939158
1496,145555089.48876694
2370,99761305.23837638
2458,204449587.74393964
2733,162217892.13994607
161,251572202.15041012
726,170177065.691406
845,180369975.6070228
947,209153681.82515016
2232,156022857.45142305
2563,165995802.5229247
2299,297143886.5585275
211,161327360.098656
605,210621124.3791134
1478,171547801.171125
2247,170788333.38050154
2274,350703641.1476556
2869,213249772.52252585
967,193238747.01001197
2656,131581544.47616114
667,229176234.2637614
1042,93463298.79817331
2023,201401645.07516176
2447,252356974.9529368
2055,131927163.8929815
2275,230790104.10363612
2204,149680684.6136679
1563,167948409.6800705
483,153963357.25456226
796,125494812.02799477
1526,211388783.69340464
2042,188178137.5470261
442,241796612.13493505
1693,246107698.50120282
1468,189611642.72733322
1430,195568052.42219955
2605,220977234.65490618
1529,157415643.17368352
335,271164532.9444031
1287,154096489.61364073
31,100235270.62035374
1785,208071949.85272837
82,165199845.87033024
2620,183493217.07339835
252,172056631.89555997
721,92719111.45950732
2165,157703883.36088008
2316,180093117.39124623
775,131440915.6280814
1558,188559353.05010456
17,199729561.37603176
1022,240710313.92570692
925,146931292.42088303
438,209923275.8435251
1270,168275937.1344552
1272,143939609.46081087
215,165902517.02141052
266,194375276.15222123
2402,200650993.6614669
1250,136779006.54713094
1984,127435566.81975164
1279,157425319.1051392
377,255617378.39582857
1252,156820292.79586506
2156,213267892.03374383
499,256608584.3899689
1374,224481495.23326814
2898,237760224.12046513
401,151416949.42716324
2721,205293238.83005384
2078,239028631.10923928
2589,171163585.6868219
1946,310053493.8041091
1334,127207125.86601269
2781,203316364.03386155
431,252975421.36460674
576,138347535.63725966
1474,177317061.88238063
2254,132836113.75661641
2155,209816193.02054408
885,127781859.94954972
643,149184112.78690958
1944,136229599.12445122
480,179220785.74824408
2845,153902458.16107106
2387,240742454.18270048
2407,150179292.57956907
2527,172869408.49831173
2514,102377716.69489254
629,200481296.4277099
80,192727890.38750395
1876,169740139.56537813
1546,120653255.77112013
2518,173617714.56609344
2347,160086404.72380322
783,288305963.28775203
1322,152398730.83095226
194,107820209.79951587
1770,240461504.96117967
2143,125275267.85814378
1229,214739859.86866346
511,215558979.71134537
46,165068133.5058411
1348,161665068.8376991
2465,153188688.84915963
387,184980309.87402153
873,184326655.94359708
1918,136260600.39343193
2764,193557865.12270194
2184,121420648.62095438
934,103912301.00488596
1920,147039981.0678627
2631,142805406.77749285
2040,127779204.64650972
1749,200987732.2973591
834,246838099.55524662
1457,212065143.27331692
79,126789416.89699636
2302,127105005.42378996
1817,140534034.88805124
2755,193274323.24187052
359,170329300.82112145
2059,131285629.0685864
2092,228319368.08571437
2516,166778800.3195607
150,161625135.41288516
1656,182008873.66197592
83,148887620.44977263
2411,167757917.9601866
795,131192367.42204867
2312,220836830.0167526
2917,68532116.72720537
1624,158086698.9938223
2215,266682585.99901995
1211,162623878.1776395
1485,109993295.08011882
1024,193134235.20758793
570,142320360.40873894
2874,137868389.1019577
700,197352607.88350284
2756,170509610.17872664
2022,194591052.91140392
583,219509571.94384745
2392,234639464.28980973
2424,129456225.92249645
212,186185211.77189326
736,140571721.11874261
1610,201938218.479104
890,167676184.35313275
467,186687655.91283163
578,205688280.3402615
1747,195202610.33224577
1149,153116572.3207338
2758,237434893.40526286
857,129930455.13376391
2219,231488522.2444263
733,139855425.00247663
2909,94451057.31744267
1798,189180073.9923157
235,237780102.3005729
2366,112331182.17939138
1027,159744958.77177948
1195,135742156.9533617
1303,91460057.657895
148,194622892.9962139
608,185271340.0913287
2515,159285302.5981036
821,197108712.8299981
2500,255461417.5065018
745,125702165.1411961
741,149888227.5928502
1611,463126025.3006802
2532,145084535.35576898
1081,155292181.54724827
1692,282680542.05493724
2520,115308620.41509597
276,163073783.90593287
1992,158919739.77809253
663,91626853.87124917
418,98642374.10843205
1733,173791133.7372501
2359,159756166.18880922
253,153526668.4809666
1518,180826661.29503703
2035,153348044.2048679
2919,83305471.85634117
1540,219336293.54293868
2120,178216824.7387878
1674,134298110.4937449
256,153982261.48513055
2361,130165146.03083149
978,76097359.54503143
2280,119428490.45523949
2095,201436187.379213
1709,244821353.7338574
2801,206796140.06920984
1246,147139150.51609173
2373,80556579.12041454
1055,218380342.92907265
2017,132469925.19257352
1099,209951846.58443534
1344,94691157.52467743
835,323936056.7330195
1117,193249638.7298276
2043,97229361.03554326
2085,114687889.99034013
410,130386805.63272753
2650,106207709.73934005
2867,199472608.76190692
1668,146292706.7356606
1161,116473081.15784104
2122,171009689.72982204
2539,157482640.53930283
1047,123921613.55858634
1445,142401986.52268302
541,179147685.36513877
569,165465581.59048036
1276,119216280.478585
918,136372468.39345115
326,189195515.81841257
1936,133872549.52604073
895,123130861.24258149
257,163829868.2901973
1241,213183834.38976818
1545,126285423.96920569
1189,180580520.8187073
270,114302514.72458197
2066,264650394.14067954
693,152636920.08624572
1259,172630672.50873318
2916,183953006.1944695
2321,242657817.60443744
1977,120308686.52414414
1895,177139983.7921051
1240,169101949.4877218
85,183981328.81531784
1823,142944888.2091939
825,233196382.702194
110,185446506.19540352
697,183874501.96046573
2297,118359135.34885441
1231,151385938.06032
1355,168519876.87186778
968,250919672.1265391
584,220344323.14963904
1315,141336470.07857645
1606,121691460.98588061
206,133556757.73796013
1685,230684423.8697094
2016,141904354.47731644
869,198506907.58639586
2135,154433168.9644217
2346,228482471.05116674
2430,149969668.8816347
2198,133173224.49412535
2652,120939859.15364757
27,143987408.0027379
241,171719523.55240127
906,145031349.92139918
1506,154092982.73982018
2098,256238825.88967147
1435,182572339.25613552
2213,155741545.38438305
1274,149341538.79111394
743,100411825.41227077
1737,164343004.74660212
2797,215754910.75750878
2185,111091408.49125701
58,151150028.07636464
830,158338039.86260867
808,137502565.12200755
680,183925996.0288054
1153,140884681.65427652
1291,141133364.87847745
1818,165115237.4087445
2161,151222366.62057805
1883,143604613.58917105
350,256002623.79939795
2473,171816186.43332905
295,248537828.20680767
293,217683582.69004524
859,179488176.14207572
288,133969952.86858816
1578,152054648.05169213
102,134037791.87553136
2831,129638811.63007873
1030,181934953.9558918
2551,171132588.9595388
1286,170739151.8638265
958,221722714.44386217
776,139397801.87359416
72,205380640.1068452
2263,190952417.55845618
1866,151824803.8633947
2876,98419049.6022937
2146,203588857.73502555
103,128120967.40324302
1500,107886544.14557207
492,271576254.1705981
167,157436626.8102874
2597,106767106.35281928
2685,121901658.97164434
1035,159735156.93231913
1220,92897516.47430661
2602,151325385.296758
2159,175659923.61892402
695,205572183.55701458
1109,222922541.1222588
640,243360869.28775448
1652,157874869.75398177
2090,278272106.8488471
1188,211020284.56863853
2345,251033189.15818098
1059,288989016.2480779
2751,197046038.78014395
128,230948907.08313665
1523,182412974.36301896
2925,231544101.18964297
2145,232293888.67147055
1121,168201483.05861765
566,213297562.8979861
565,207305632.28165978
1331,166201982.1704146
2928,144608566.02791825
156,164705400.11858204
797,192369644.45372343
327,102124848.42394829
2859,237812762.44550338
1453,121805892.08938052
1762,263377329.59244812
1868,192316747.50906053
1760,175034945.36971223
1113,202846165.31755745
1812,197843574.63605633
117,179717915.7924716
1142,191405800.8603453
2342,279014595.5251043
927,154840467.02746603
2478,172702186.33911344
655,109015712.37311056
2064,131298630.73303539
369,241111285.5091464
2239,134815982.94501263
2732,157003113.50702065
1653,179128200.90912274
959,199959453.91647586
2395,240460827.08324972
1412,142796712.31971908
271,210804394.65281355
1484,108950048.08135338
1497,149633654.42137516
552,162474706.18333527
2,162372251.09161854
1855,263161625.35409474
4,249024351.0058718
2292,161190306.2197636
134,164796420.65194905
646,153711796.40079087
42,214293449.20416287
532,191727738.58527046
713,133579789.05214015
2561,162013427.149179
2360,188865166.68880296
1333,126511671.5767225
1407,431090364.0405516
2892,328394643.7001976
574,148458424.6963094
1227,187970608.27865914
2591,260165558.69170365
1476,179932456.7683642
1125,195495243.14123592
1446,143736645.97785696
408,110227786.72525905
1101,244207661.9398369
2251,178971448.96912837
373,200668267.46658435
2554,141773110.5875874
2382,224275373.73762998
1985,119709548.39684232
519,176043847.5839658
1093,187977732.0396903
864,224291827.58578882
2889,153303722.77307457
2308,216945953.33501768
986,196322337.42546955
1302,167265763.81190053
585,189425476.57971668
2708,144377336.20307454
147,181551861.33544767
1441,209236461.3500435
383,197040732.5642653
285,178600374.57002193
181,157809176.14245254
358,170594901.7453152
780,233219346.86071464
258,183983619.78225702
1865,211516198.96011972
692,125541699.27651687
2902,234093529.01839486
508,208658522.20018005
2638,179167064.89421612
36,128644544.14316957
611,194586218.59053558
2281,246688902.30489925
1678,101795390.60211922
1696,297422468.2411848
1557,105187407.5941702
2180,146865224.70171106
1726,146992588.56757444
951,151254444.29640612
267,204076346.66086608
2706,174649168.88328707
2221,235638561.35811526
1357,191466288.97338983
2901,240224483.2382917
347,163494145.02165833
2164,157434063.08212996
1586,242051968.04728898
360,149220813.0541225
1769,207110866.97093806
2617,154898462.93274486
1879,201713330.917787
991,234515127.4587667
1535,157879147.5912407
1191,190863817.9656121
1579,184772290.20072016
1882,159714441.19274282
1510,158162100.84953344
2196,241745081.7955473
1845,119394209.10799259
2336,276489613.30921584
942,128412484.37675127
861,124639721.70227349
2555,119467397.54369213
1392,206318716.91764262
2099,186180729.5886549
1543,92578847.87951641
948,246154041.0427368
1239,186763360.48345467
22,177582472.70837322
2796,186330649.63135976
2747,182582175.5878503
92,248126191.6779484
210,235432165.67775348
1858,132198559.57072726
2228,113430179.49802688
447,185654129.95578316
827,200575427.17664728
1649,203989012.40949574
682,157871155.7896462
2698,128227738.21116687
494,147022253.41207457
214,166743651.44409502
2441,221416689.69979867
2679,120137678.82971606
1336,119937619.65258013
465,174996755.42325807
1524,153022306.07030347
2543,133297319.777884
631,163318569.85947943
2452,228085457.3990722
228,179215761.36707234
126,240137030.71133244
1092,167386454.38051444
1122,167876649.508722
932,254717477.03197312
1980,144421443.6990891
2171,153017327.078723
551,169211322.44691265
2768,189654064.13280424
2056,122147332.45579478
1159,266108561.69946605
2645,172664266.0696327
1174,118804710.0934503
2266,214624488.1600242
2462,285229486.7688212
1219,171071749.57687375
2922,218305953.28007346
118,175451494.05242655
474,120904488.43149635
2576,185069097.73553076
872,240038383.46520033
1077,151087582.83826026
1536,146664579.1845096
1150,144278899.32623595
2341,225132484.82571697
1931,164079655.81730536
2785,144394110.2915703
2538,153934070.43337753
597,212078270.2847583
464,135463547.9194363
233,279731992.19383895
2169,148256687.59708193
2123,158058697.61370206
1867,188100660.37326005
137,301579563.5248057
515,191721416.25818673
933,90784444.66127016
2784,165077781.58653504
972,140436069.19185248
599,179433382.0258545
2614,120587980.57166106
2582,129501418.11708412
1409,256801889.5499251
175,153634186.57149282
352,171926765.40539747
976,76801676.0282457
2134,182726206.5016352
984,137376601.23981985
2396,237818243.5384891
1673,100123762.9460803
404,125982631.12658001
607,174054862.91290757
814,156749188.9070977
868,173863586.41324306
2271,165201352.33583137
1633,180814025.83404714
337,211312736.9555263
2765,354722916.37901926
1746,225512179.1488316
368,237649477.38433188
2806,172815999.19481224
1662,188721333.2937294
1234,234513751.07824856
1373,149422356.39842558
1672,137445788.57691416
1939,138316205.3927638
